"","y","y.binary","y.time.to.event","status","y.0","y.1","y.binary.0","y.binary.1","y.time.to.event.0","y.time.to.event.1","status.0","status.1","treatment","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","sigpo"
"1",2.70511065884918,1,0.304086543522215,0,2.70511065884918,2.10155726825591,1,1,0.304086543522215,0.304086543522215,0,0,0,2.24527266963572,1.23044207571233,1.84179924311888,-0.450540438593261,-0.955482107274531,0.975331906998983,1.6541189380642,-0.353012149934786,1.21696247979363,-1.49560855734666,0
"2",3.37313124491133,1,0.0483099944041302,0,3.37313124491133,2.76957785431805,1,1,0.0483099944041302,0.0483099944041302,0,0,0,1.4259811942065,1.23544294136513,-0.475642364740654,0.351159337699957,-1.2840522812253,2.26768109522182,-1.80241346963104,-1.44728858802703,-0.584294169628494,0.541147807825035,0
"3",1.67697033396289,1,0.829769837821054,0,1.67697033396289,1.92697033396289,1,1,0.829769837821054,0.829769837821054,0,0,0,0.0777112734648671,-1.23242390464397,1.31594172823825,0.640554772926122,3.56369841516637,1.15827866039729,-0.618895506434586,-2.14439814564769,2.53538007396454,-0.466664681794715,1
"4",4.35964913515493,1,2.36056430272912,0,4.35964913515493,4.60964913515493,1,1,2.36056430272912,2.36056430272912,0,0,0,-1.30970018553955,0.0985426416778369,-1.40761389601278,-2.04707090394338,-2.10782900815322,-3.11857071971098,-0.688515471376098,-1.15259005440345,-0.692379068590079,1.41807760898356,1
"5",1.06433663306926,1,1.18664920967243,0,1.06433663306926,1.31433663306926,1,1,1.18664920967243,1.18664920967243,0,0,0,-1.71918952429645,1.17516225139862,1.442306398032,-2.87032879670272,0.0492301154896578,0.216095697729667,-0.817412147281199,0.683166076037039,-1.31377288076189,0.685548336903937,1
"6",0.39374364355307,0,1.48252044628188,1,0.997297034146344,0.39374364355307,1,0,2.7109443264721,1.48252044628188,1,1,1,-0.815850610455395,-2.66708985531357,0.193961766381672,0.985439923853404,1.87349400187823,0.563031566646707,0.909211624971502,1.1491251193473,1.74081853108025,-0.473310831553726,0
"7",1.90538690792615,1,0.347015508005078,0,1.90538690792615,2.15538690792615,1,1,0.347015508005078,0.347015508005078,0,0,0,2.5333878990801,-0.359043187239712,0.995492680091343,-0.619091685375843,-1.64665311458189,-1.53135834336231,-0.433751402194461,-1.8998803722933,1.61149267838373,-0.589092551062804,1
"8",3.96767194264453,1,0.545789306842949,0,3.96767194264453,3.36411855205126,1,1,0.545789306842949,0.545789306842949,0,0,0,-2.3058342933812,-2.90432591712487,-2.20917103701867,1.15739344015023,-1.42006551186894,0.520095086217606,0.158759997046287,1.44561183663246,-1.5157520163926,-0.446391113442899,0
"9",0.92564960981625,1,0.0222611824821826,0,0.92564960981625,1.17564960981625,1,1,0.0222611824821826,0.0222611824821826,0,0,0,0.841637272053653,-2.67269340362463,-0.807160978468972,3.25286818655345,-2.70361950479497,0.858063066211633,-1.5560948321141,-0.946710640130445,-0.650882129414139,-0.116257222570484,1
"10",2.14950902641005,1,0.0139117705764324,0,2.14950902641005,2.39950902641005,1,1,0.0139117705764324,0.0139117705764324,0,0,0,2.41952446182753,-0.400367192085852,-1.62315487513478,0.77153126485548,0.751448574743085,0.967976701662322,-1.33470290634475,-0.128997957380383,0.869841338694447,0.672818040550548,1
"11",5.47926510996204,1,0.550237155340548,0,5.47926510996204,4.87571171936877,1,1,0.550237155340548,0.550237155340548,0,0,0,-1.01879402181527,-1.44042556555844,-0.68110939538737,-1.58760529968271,-2.65728419672185,-1.84659585225383,-0.0638667637891914,-2.48423481485787,1.0786158439748,-0.366197153028786,0
"12",3.14770981583734,1,0.00977806783147584,0,2.89770981583734,3.14770981583734,1,1,0.00977806783147584,0.00977806783147584,0,0,1,-0.36905384882245,-0.957853619247318,0.0213025300368876,-1.61509690597079,-1.49725673725337,0.346533868231301,-1.66434693312228,-0.342747429301444,1.29839478195698,1.50328868279786,1
